Timestamp,Ambient Temperature,SoC Peak Temperature,Power Consumption,Average PE Utilization
2025-03-04 14:38:25,45.0,61.132,39.0,0.0
2025-03-04 14:38:27,45.0,61.132,40.0,0.0
2025-03-04 14:38:29,45.0,60.946,41.0,0.0
2025-03-04 14:38:31,44.0,60.946,41.0,0.0
2025-03-04 14:38:33,44.0,60.946,41.0,0.0
2025-03-04 14:38:35,44.0,68.88,103.0,97.59417422547406
2025-03-04 14:38:37,44.0,70.553,165.0,97.62607759021911
2025-03-04 14:38:39,44.0,71.297,208.0,97.70668824086886
2025-03-04 14:38:41,44.0,71.855,226.0,97.71269287070129
2025-03-04 14:38:43,44.0,72.226,226.0,97.65477917382476
2025-03-04 14:38:45,44.0,72.784,227.0,97.57976643116677
2025-03-04 14:38:47,44.0,73.714,226.0,97.39514809546672
2025-03-04 14:38:49,44.0,73.714,226.0,97.380876820809
2025-03-04 14:38:51,45.0,74.272,226.0,97.44610894215195
2025-03-04 14:38:53,45.0,74.643,227.0,97.44227066906937
2025-03-04 14:38:55,45.0,75.573,227.0,97.33580273018805
2025-03-04 14:38:57,45.0,75.759,227.0,97.63343387588638
2025-03-04 14:38:59,45.0,76.131,229.0,97.2776248351448
2025-03-04 14:39:01,45.0,76.689,229.0,97.60746870338524
2025-03-04 14:39:03,45.0,77.246,229.0,97.53738193532297
2025-03-04 14:39:05,45.0,77.432,230.0,97.74600018915669
2025-03-04 14:39:07,45.0,77.99,230.0,97.6424762968837
2025-03-04 14:39:09,45.0,77.99,231.0,97.5913929467612
2025-03-04 14:39:11,45.0,78.734,230.0,97.5736700103037
2025-03-04 14:39:13,45.0,79.292,229.0,97.5409395373485
2025-03-04 14:39:15,45.0,79.478,230.0,97.67417669509675
2025-03-04 14:39:17,46.0,80.221,230.0,97.64140657706649
2025-03-04 14:39:19,46.0,80.221,231.0,97.3252997523543
2025-03-04 14:39:21,46.0,80.779,232.0,97.67111039747903
2025-03-04 14:39:23,46.0,81.151,232.0,97.69555292327114
2025-03-04 14:39:25,46.0,81.523,232.0,97.46308760177942
2025-03-04 14:39:27,46.0,82.081,232.0,97.64606262407588
2025-03-04 14:39:29,46.0,82.452,232.0,97.71330826604877
2025-03-04 14:39:31,46.0,82.824,232.0,97.55452368768034
2025-03-04 14:39:33,47.0,83.196,232.0,97.65771434987977
2025-03-04 14:39:35,47.0,83.568,233.0,97.52044095315989
2025-03-04 14:39:37,47.0,83.754,233.0,97.60591558099138
2025-03-04 14:39:39,47.0,83.796,232.0,97.55146540748774
2025-03-04 14:39:41,47.0,84.168,231.0,97.59085853477565
2025-03-04 14:39:43,47.0,84.312,230.0,97.63900375913757
2025-03-04 14:39:45,47.0,84.54,228.0,97.3831048375553
2025-03-04 14:39:47,48.0,85.055,227.0,97.79126691319672
2025-03-04 14:39:49,48.0,85.241,225.0,97.83669572452841
2025-03-04 14:39:51,48.0,84.87,222.0,97.74825801425209
2025-03-04 14:39:53,48.0,85.055,220.0,97.69271470810078
2025-03-04 14:39:55,48.0,85.427,218.0,97.82733129750018
2025-03-04 14:39:57,48.0,85.613,217.0,97.78368161690153
2025-03-04 14:39:59,48.0,85.799,216.0,97.8255126380846
2025-03-04 14:40:01,49.0,86.028,214.0,97.7677836153496
2025-03-04 14:40:03,49.0,85.842,211.0,97.77335819704135
2025-03-04 14:40:05,49.0,86.214,209.0,97.80889614782495
2025-03-04 14:40:07,49.0,86.399,207.0,97.89626225288754
2025-03-04 14:40:09,49.0,86.771,206.0,97.77916557588827
2025-03-04 14:40:11,49.0,86.957,204.0,97.7371992559849
2025-03-04 14:40:13,50.0,86.915,201.0,97.74505450361794
2025-03-04 14:40:15,50.0,86.585,198.0,97.80332420386631
2025-03-04 14:40:17,50.0,86.957,196.0,97.83432974735815
2025-03-04 14:40:19,50.0,87.143,195.0,97.7654725294008
2025-03-04 14:40:21,50.0,87.287,193.0,97.69710311153302
2025-03-04 14:40:23,50.0,87.515,192.0,97.78217599246912
2025-03-04 14:40:25,50.0,87.844,191.0,97.78816736775838
2025-03-04 14:40:27,51.0,87.701,190.0,97.6795635185884
2025-03-04 14:40:29,51.0,87.887,189.0,97.78821664044085
2025-03-04 14:40:31,51.0,83.239,171.0,0.0
2025-03-04 14:40:33,51.0,81.937,135.0,0.0
2025-03-04 14:40:35,51.0,81.193,86.0,0.0
