Timestamp,Ambient Temperature,SoC Peak Temperature,Power Consumption,Average PE Utilization
2025-03-04 14:56:37,41.0,54.81,38.0,0.0
2025-03-04 14:56:39,41.0,54.624,39.0,0.0
2025-03-04 14:56:41,41.0,54.624,39.0,0.0
2025-03-04 14:56:43,41.0,54.624,39.0,0.0
2025-03-04 14:56:45,41.0,54.624,39.0,0.0
2025-03-04 14:56:47,41.0,63.302,130.0,97.40848138860368
2025-03-04 14:56:49,41.0,64.603,181.0,97.66374437712732
2025-03-04 14:56:51,41.0,65.533,221.0,97.69312545552053
2025-03-04 14:56:53,41.0,65.719,222.0,97.56377422525973
2025-03-04 14:56:55,41.0,66.277,223.0,97.72050854272182
2025-03-04 14:56:57,41.0,66.834,223.0,97.76800245483238
2025-03-04 14:56:59,41.0,67.392,222.0,97.6126857443588
2025-03-04 14:57:01,41.0,67.95,223.0,97.64091271496875
2025-03-04 14:57:03,41.0,68.136,223.0,97.6890198421606
2025-03-04 14:57:05,41.0,68.88,223.0,97.66779289245022
2025-03-04 14:57:07,41.0,69.066,224.0,97.7284832357199
2025-03-04 14:57:09,41.0,69.437,224.0,97.63987759769601
2025-03-04 14:57:11,41.0,69.995,225.0,97.61872012321062
2025-03-04 14:57:13,41.0,70.367,224.0,97.6728868890342
2025-03-04 14:57:15,41.0,70.739,224.0,97.40966950249103
2025-03-04 14:57:17,41.0,71.483,224.0,97.52350987772749
2025-03-04 14:57:19,41.0,71.669,225.0,97.72397929457529
2025-03-04 14:57:21,41.0,72.04,225.0,97.76872743248366
2025-03-04 14:57:23,42.0,72.412,226.0,97.45874540585713
2025-03-04 14:57:25,42.0,72.97,226.0,97.52622751582444
2025-03-04 14:57:27,42.0,73.342,226.0,97.40771507092474
2025-03-04 14:57:29,42.0,73.528,226.0,97.66194193400645
2025-03-04 14:57:31,42.0,74.272,227.0,97.61780259660385
2025-03-04 14:57:33,42.0,74.458,226.0,97.38950634465769
2025-03-04 14:57:35,42.0,75.015,226.0,97.76039427547742
2025-03-04 14:57:37,42.0,75.201,227.0,97.76558381719649
2025-03-04 14:57:39,43.0,75.759,229.0,97.74910905467065
2025-03-04 14:57:41,43.0,76.131,229.0,97.56201442324917
2025-03-04 14:57:43,43.0,76.875,230.0,97.72925194839983
2025-03-04 14:57:45,43.0,77.061,229.0,97.57209102208881
2025-03-04 14:57:47,43.0,77.432,230.0,97.55678977262595
2025-03-04 14:57:49,43.0,77.99,230.0,97.63527435845765
2025-03-04 14:57:51,43.0,78.362,230.0,97.54338588807974
2025-03-04 14:57:53,43.0,78.548,230.0,97.36452639421458
2025-03-04 14:57:55,44.0,79.106,230.0,97.66334949432812
2025-03-04 14:57:57,44.0,79.664,230.0,97.22151927062238
2025-03-04 14:57:59,44.0,80.035,231.0,97.39798813149547
2025-03-04 14:58:01,44.0,80.221,231.0,97.6822470523816
2025-03-04 14:58:03,44.0,80.593,231.0,97.378825583928
2025-03-04 14:58:05,44.0,81.151,231.0,97.64406465905923
2025-03-04 14:58:07,45.0,81.523,232.0,97.643134801306
2025-03-04 14:58:09,45.0,81.709,232.0,97.44655256338336
2025-03-04 14:58:11,45.0,82.081,233.0,97.64256941707156
2025-03-04 14:58:13,45.0,82.638,233.0,97.64485779250676
2025-03-04 14:58:15,45.0,83.196,233.0,97.49664007785064
2025-03-04 14:58:17,46.0,83.568,233.0,97.57543436845042
2025-03-04 14:58:19,46.0,83.94,234.0,97.57854041595118
2025-03-04 14:58:21,46.0,83.568,234.0,97.64567573115556
2025-03-04 14:58:23,46.0,83.982,233.0,97.68168403053801
2025-03-04 14:58:25,46.0,84.168,232.0,97.67388980739716
2025-03-04 14:58:27,46.0,84.54,230.0,97.64845404956887
2025-03-04 14:58:29,47.0,84.684,229.0,97.68454515713238
2025-03-04 14:58:32,47.0,85.055,227.0,97.71203887882525
2025-03-04 14:58:34,47.0,84.498,225.0,97.67948470935895
2025-03-04 14:58:36,47.0,84.726,223.0,97.73318862495992
2025-03-04 14:58:38,47.0,85.055,220.0,97.64436721335738
2025-03-04 14:58:40,47.0,85.427,218.0,97.59701626159644
2025-03-04 14:58:42,48.0,85.613,216.0,97.75417206833482
2025-03-04 14:58:44,48.0,85.799,216.0,97.78650096188295
2025-03-04 14:58:46,48.0,86.028,214.0,97.81514640366255
2025-03-04 14:58:48,48.0,85.842,211.0,97.87710907110144
2025-03-04 14:58:50,48.0,86.214,209.0,97.83006604739447
2025-03-04 14:58:52,49.0,86.399,207.0,97.80188659623964
2025-03-04 14:58:54,49.0,86.771,206.0,97.83482032848352
2025-03-04 14:58:56,49.0,86.585,204.0,97.77261975634853
2025-03-04 14:58:58,49.0,86.915,201.0,97.82329995578071
2025-03-04 14:59:00,49.0,87.101,199.0,97.8366581613618
2025-03-04 14:59:02,49.0,86.915,198.0,97.79789359213811
2025-03-04 14:59:04,49.0,86.957,196.0,97.81386475650324
2025-03-04 14:59:06,50.0,87.143,194.0,97.81106508798744
2025-03-04 14:59:08,50.0,87.329,192.0,97.7599635289248
2025-03-04 14:59:10,50.0,87.515,191.0,97.72795320870442
2025-03-04 14:59:12,50.0,87.887,191.0,97.79868387436295
2025-03-04 14:59:14,50.0,87.887,190.0,97.8107044160405
2025-03-04 14:59:16,50.0,87.701,186.0,97.8649735408078
2025-03-04 14:59:18,51.0,88.073,183.0,97.79101032975498
2025-03-04 14:59:20,51.0,88.073,180.0,97.78974975953639
2025-03-04 14:59:22,51.0,82.495,150.0,0.0
2025-03-04 14:59:24,51.0,81.751,111.0,0.0
2025-03-04 14:59:26,51.0,81.751,49.0,0.0
2025-03-04 14:59:28,51.0,81.379,48.0,0.0
2025-03-04 14:59:30,51.0,81.193,48.0,0.0
2025-03-04 14:59:32,52.0,81.008,48.0,0.0
2025-03-04 14:59:34,52.0,80.822,48.0,0.0
2025-03-04 14:59:36,52.0,80.636,48.0,0.0
2025-03-04 14:59:38,52.0,80.45,48.0,0.0
2025-03-04 14:59:40,52.0,80.45,48.0,0.0
2025-03-04 14:59:42,52.0,80.264,48.0,0.0
2025-03-04 14:59:44,52.0,80.078,48.0,0.0
2025-03-04 14:59:46,52.0,79.892,48.0,0.0
2025-03-04 14:59:48,52.0,79.706,48.0,0.0
2025-03-04 14:59:50,52.0,79.892,48.0,0.0
